day_timestamp,Open,Close,Index,tweet-id,user,fullname,text,timestamp,sentiment,day_average_sentiment,likes,replies,retweets
2017-01-12,19926.210938,19891.0,^DJI,,,,,,,,,,
2017-01-13,19912.539063,19885.730469,^DJI,,,,,,,,,,
2017-01-17,19848.820313,19826.769531,^DJI,,,,,,,,,,
2017-01-18,19822.730469,19804.720703,^DJI,8.218547428297441e+17,MSNBC,MSNBC,"When Obama entered office, the economy was collapsing and the military was involved in two wars: http://on.msnbc.com/2jLLsDj pic.twitter.com/52LycYsCnk",2017-01-18 23:00:14,-0.7003,-0.7003,270.0,73.0,111.0
2017-01-18,19822.730469,19804.720703,^DJI,8.218262506416701e+17,CNN,CNN,"American Airlines' new Basic Economy fare:
- Seat assigned at check-in
- No overhead bin use
- Last group to board http://cnn.it/2iSkpb2 pic.twitter.com/FIfDktFdp5",2017-01-18 21:07:01,-0.29600000000000004,-0.29600000000000004,332.0,201.0,307.0
2017-01-19,19813.550781,19732.400391,^DJI,8.222261982521917e+17,FoxNews,Fox News,"Fox News Poll: 66% optimistic about the U.S. economy, up from 49% in January 2016. #SpecialReportpic.twitter.com/lkqTqjwLIz",2017-01-19 23:36:16,0.3182,0.3181999999999999,1016.0,58.0,354.0
2017-01-20,19795.060547,19827.25,^DJI,,,,,,,,,,
2017-01-23,19794.789063,19799.849609,^DJI,,,,,,,,,,
2017-01-24,19794.679688,19912.710938,^DJI,8.237294148275732e+17,FoxNews,Fox News,".@KellyannePolls: [#Obamacare] has been detrimental to the economy, and it's been detrimental to millions of Americans. pic.twitter.com/RbClBYtp3n",2017-01-24 03:09:31,0.0,0.0,1933.0,176.0,345.0
2017-01-24,19794.679688,19912.710938,^DJI,8.239913208973271e+17,MSNBC,MSNBC,"Theresa May is set to talk trade, immigration, and the economy with Trump during her state visit on Friday: http://on.msnbc.com/2keKOhM pic.twitter.com/VDUyGaLgXb",2017-01-24 20:30:14,0.0,0.0,29.0,28.0,14.0
2017-01-25,19994.480469,20068.509766,^DJI,8.240623345031578e+17,FoxNews,Fox News,".@oreillyfactor: “If the economy improves and jobs go up and wages go up, the illegal aliens will vote for @POTUS.” #OReillyFactorpic.twitter.com/Z09Q4BfAoM",2017-01-25 01:12:25,-0.2023,-0.2135,606.0,145.0,97.0
2017-01-25,19994.480469,20068.509766,^DJI,8.240947335679836e+17,FoxNews,Fox News,".@newtgingrich: “I think you’re going to see a really aggressive, constant driving effort to rebuild the American economy.” #Hannitypic.twitter.com/DmvUaJ6YBi",2017-01-25 03:21:10,-0.2247,-0.2135,1848.0,107.0,278.0
2017-01-26,20076.25,20100.910156,^DJI,,,,,,,,,,
2017-01-27,20103.359375,20093.779297,^DJI,8.250126751385764e+17,FoxNews,Fox News,Growth of U.S. economy. pic.twitter.com/AtMFZpVaXH,2017-01-27 16:08:44,0.3818,0.3818,378.0,52.0,111.0
2017-01-27,20103.359375,20093.779297,^DJI,8.249801405726884e+17,CNN,CNN,"The US economy slowed in the fourth quarter. For all of 2016, growth was 1.6%, the weakest since 2011 http://cnn.it/2k9txsL ",2017-01-27 13:59:27,-0.1779,-0.1779,130.0,75.0,93.0
2017-01-30,20028.619141,19971.130859,^DJI,,,,,,,,,,
2017-01-31,19913.160156,19864.089844,^DJI,,,,,,,,,,
2017-02-01,19923.810547,19890.939453,^DJI,8.268753616402022e+17,FoxNews,Fox News,".@PressSec: ""Bringing the production of clean coal back is good for our energy independence, it's good for our economy."" pic.twitter.com/zsEFC5iQjN",2017-02-01 19:30:23,0.8625,0.8625000000000002,2871.0,243.0,704.0
2017-02-02,19858.339844,19884.910156,^DJI,,,,,,,,,,
2017-02-03,19964.210938,20071.460938,^DJI,8.273632705582612e+17,FoxNews,Fox News,"”The executive orders that he signed, rolling back an avalanche of red tape and regulation is just a start.” - @VP on @POTUS's economy plans pic.twitter.com/gXLZJrGHUs",2017-02-03 03:49:10,0.0,0.05813333333333332,2332.0,105.0,491.0
2017-02-03,19964.210938,20071.460938,^DJI,8.27571783117185e+17,FoxNews,Fox News,".@PressSec: ""The economy added more than 227,000 new jobs, significantly more than the 175,000 that had been expected."" pic.twitter.com/YJ7kd7bR6p",2017-02-03 17:37:43,0.0,0.05813333333333332,1505.0,154.0,342.0
2017-02-03,19964.210938,20071.460938,^DJI,8.276660429650821e+17,FoxNews,Fox News,".@stephenfhayes: ""It's not surprising that @SenWarren would like the economy to be run by Washington."" #SpecialReportpic.twitter.com/fiy3Vjg0jl",2017-02-03 23:52:16,0.1744,0.05813333333333332,563.0,142.0,159.0
2017-02-03,19964.210938,20071.460938,^DJI,8.275120622974034e+17,CNN,CNN,"JUST IN: President Trump inherits an economy w/ an unemployment rate of 4.8%. Employers added 227,000 jobs in Jan. http://cnn.it/2k9oUOX pic.twitter.com/WoHOA532uT",2017-02-03 13:40:24,-0.4404,-0.4404,1213.0,454.0,788.0
2017-02-06,20025.609375,20052.419922,^DJI,,,,,,,,,,
2017-02-07,20107.619141,20090.289063,^DJI,,,,,,,,,,
2017-02-08,20049.289063,20054.339844,^DJI,,,,,,,,,,
2017-02-09,20061.730469,20172.400391,^DJI,,,,,,,,,,
2017-02-10,20211.230469,20269.369141,^DJI,,,,,,,,,,
2017-02-13,20338.539063,20412.160156,^DJI,8.311964716388188e+17,FoxNews,Fox News,".@POTUS: ""We must ensure that our economy is a place where women can work and thrive."" pic.twitter.com/wIkP7cSdqM",2017-02-13 17:40:56,0.3818,0.5797999999999999,2386.0,124.0,525.0
2017-02-13,20338.539063,20412.160156,^DJI,8.311988836320133e+17,FoxNews,Fox News,"PM Trudeau: 'Women in leadership positions is a very powerful leverage for success, for business, for communities & for our entire economy' pic.twitter.com/2qbzjfMrSD",2017-02-13 17:50:31,0.7778,0.5797999999999999,2655.0,233.0,492.0
2017-02-14,20374.220703,20504.410156,^DJI,,,,,,,,,,
2017-02-15,20504.269531,20611.859375,^DJI,,,,,,,,,,
2017-02-16,20627.310547,20619.769531,^DJI,8.32261732022227e+17,FoxNews,Fox News,".@POTUS: ""We're doing really well. The fake news media doesn't like talking about the economy. I never see anything about the stock market."" pic.twitter.com/U9eDT5kFFw",2017-02-16 16:13:54,-0.4733,-0.4733000000000001,1912.0,183.0,448.0
2017-02-17,20564.130859,20624.050781,^DJI,8.326985498380616e+17,FoxNews,Fox News,Action on economy/jobs. pic.twitter.com/INgzidL2Xj,2017-02-17 21:09:39,0.0,0.2553,790.0,61.0,205.0
2017-02-17,20564.130859,20624.050781,^DJI,8.326995790489477e+17,FoxNews,Fox News,".@Delta's new perk will bring back nostalgia, as the airline is offering free meals on select economy flights http://www.foxnews.com/travel/2017/02/17/delta-brings-back-free-meals-on-long-haul-economy-flights.html …",2017-02-17 21:13:45,0.5106,0.2553,643.0,37.0,120.0
2017-02-21,20663.429688,20743.0,^DJI,,,,,,,,,,
2017-02-22,20715.410156,20775.599609,^DJI,8.342060365967155e+17,FoxNews,Fox News,"From crime to the economy, participants in the #First100 Town Hall share a variety of concerns about illegal immigration in the US.pic.twitter.com/jZ4zBQYwAm",2017-02-22 00:59:52,-0.7096,0.5292708333333331,801.0,141.0,236.0
2017-02-22,20715.410156,20775.599609,^DJI,8.342251317446124e+17,FoxNews,Fox News,".@AlexNowrasteh on effect of immigrants on the economy: “The more immigrants, the faster the growth."" #Tuckerpic.twitter.com/0KNlx7XqSk",2017-02-22 02:15:45,0.0,0.5292708333333331,210.0,388.0,84.0
2017-02-22,20715.410156,20775.599609,^DJI,8.344296297882092e+17,FoxNews,Fox News,".@david_avella: ""For what most Americans actually care about, which is... the American economy, things are heading in the right direction."" pic.twitter.com/GPVWaPhSuB",2017-02-22 15:48:21,0.5367,0.5292708333333331,982.0,108.0,148.0
2017-02-23,20817.210938,20810.320313,^DJI,,,,,,,,,,
2017-02-24,20751.910156,20821.759766,^DJI,8.351550094698209e+17,FoxNews,Fox News,".@POTUS: ""We have begun a historic program to reduce the regulations that are crushing our economy."" #CPAC2017 http://fxn.ws/2lRMjpM pic.twitter.com/ICM3JoMsIg",2017-02-24 15:50:45,-0.3612,-0.3612,903.0,50.0,248.0
2017-02-24,20751.910156,20821.759766,^DJI,8.351971006358815e+17,CNN,CNN,"Trump vs. Trump: Since taking office, he's contradicted his own policy plans on issues crucial to the global economy http://cnn.it/2lBWuhy ",2017-02-24 18:38:00,-0.3182,-0.1591,1053.0,238.0,744.0
2017-02-24,20751.910156,20821.759766,^DJI,8.352235293019505e+17,CNN,CNN,How's the economy doing? The answer may depend on who you voted for. http://cnn.it/2lCEhjG pic.twitter.com/8VmzvyoQ7W,2017-02-24 20:23:01,0.0,-0.1591,119.0,87.0,53.0
2017-02-27,20808.710938,20837.439453,^DJI,,,,,,,,,,
2017-02-28,20833.880859,20812.240234,^DJI,8.364046900237763e+17,FoxNews,Fox News,.@jaredpolis: “It would be devastating to the American economy if the 11 million people that are here…were somehow to be deported.” #Tuckerpic.twitter.com/4tnbtrb1pV,2017-02-28 02:36:32,-0.6486,-0.6486000000000001,723.0,1298.0,238.0
2017-02-28,20833.880859,20812.240234,^DJI,8.364408023562322e+17,CNN,CNN,Warren Buffett: 'Talented and ambitious immigrants' make the US economy great http://cnn.it/2lZXKeD pic.twitter.com/I2WQ2WceCI,2017-02-28 05:00:02,0.8885,0.6812884615384617,1979.0,136.0,773.0
2017-02-28,20833.880859,20812.240234,^DJI,8.365281195531469e+17,CNN,CNN,"Trump will require EPA to review Obama-era water regulations to ensure they aren't harming the economy, email says http://cnn.it/2m1ZMLE ",2017-02-28 10:47:00,0.6729999999999999,0.6812884615384617,231.0,255.0,188.0
2017-03-01,20957.289063,21115.550781,^DJI,8.367983455994061e+17,FoxNews,Fox News,.@POTUS said that the United States must “restart the engine” of the American economy.  http://fxn.ws/2la8s3f  #Trumpaddress,2017-03-01 04:40:47,0.4215,0.4215,1849.0,78.0,320.0
2017-03-02,21128.910156,21002.970703,^DJI,,,,,,,,,,
2017-03-03,21008.75,21005.710938,^DJI,,,,,,,,,,
2017-03-06,20955.710938,20954.339844,^DJI,,,,,,,,,,
2017-03-07,20934.890625,20924.759766,^DJI,8.389777622327747e+17,CNN,CNN,A former Democratic US Treasury secretary says President Trump's economic agenda will hurt the economy http://cnn.it/2mvzfGN ,2017-03-07 05:01:00,-0.3818,-0.3818,936.0,242.0,557.0
2017-03-08,20940.439453,20855.730469,^DJI,8.394336782751539e+17,realDonaldTrump,Donald J. Trump,I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.,2017-03-08 11:12:39,0.6486,0.6486,113150.0,40970.0,21141.0
2017-03-09,20864.320313,20858.189453,^DJI,8.39950172125823e+17,FoxNews,Fox News,EPA Chief Scott Pruitt: Eyeing Fuel Economy Standards   http://www.foxbusiness.com/features/2017/03/09/epa-chief-scott-pruitt-eyeing-fuel-economy-standards.html … via @FoxBusinesspic.twitter.com/NdtA81jg8e,2017-03-09 21:25:01,0.0,0.0,194.0,45.0,84.0
2017-03-10,20919.009766,20902.980469,^DJI,8.402723229258875e+17,MSNBC,MSNBC,"Unemployment has dropped to 4.7%, the Labor Dept. says. Are you optimistic about the U.S. economy? Weigh in at http://Pulse.MSNBC.com pic.twitter.com/sQgyNgVhKD",2017-03-10 18:45:07,-0.1531,-0.1531,41.0,77.0,16.0
2017-03-13,20899.279297,20881.480469,^DJI,8.413563667741778e+17,CNN,CNN,"According to economic data, the Dutch economy is doing just fine. So why are voters so angry? http://cnn.it/2mk9YeA pic.twitter.com/Xv8TFnnqAH",2017-03-13 18:32:44,-0.5332,-0.5332,116.0,111.0,104.0
2017-03-13,20899.279297,20881.480469,^DJI,8.414314332478874e+17,CNN,CNN,"According to economic data, the Dutch economy is doing just fine. So why are voters so angry? http://cnn.it/2nhju7i pic.twitter.com/oKX4Wx0Dqs",2017-03-13 23:31:01,-0.5332,-0.5332,109.0,71.0,67.0
2017-03-14,20848.599609,20837.369141,^DJI,8.415242953104015e+17,CNN,CNN,"According to economic data, the Dutch economy is doing just fine. So why are voters so angry? http://cnn.it/2mlT6V4 pic.twitter.com/vNRXX18cS5",2017-03-14 05:40:01,-0.5332,-0.2666,104.0,55.0,57.0
2017-03-14,20848.599609,20837.369141,^DJI,8.417796342576947e+17,CNN,CNN,Source: Trump expected to announce a new review of federal auto fuel economy and emissions rules at a Michigan event http://cnn.it/2nlgO8P pic.twitter.com/WAfqFkqLvp,2017-03-14 22:34:38,0.0,-0.2666,79.0,57.0,62.0
2017-03-15,20874.779297,20950.099609,^DJI,8.421336977301012e+17,FoxNews,Fox News,"FOX NEWS POLL:  Trump approval slips, even as more feel economy improving  http://fxn.ws/2mtVXeo  via @foxnewspollpic.twitter.com/BMnam1hzjU",2017-03-15 22:01:34,0.7322,0.7322000000000002,214.0,250.0,90.0
2017-03-15,20874.779297,20950.099609,^DJI,8.42057899329364e+17,MSNBC,MSNBC,"Interest rates are expected to be raised today, signalling the economy is healthier. Do you agree? Weigh in at http://PULSE.MSNBC.com pic.twitter.com/EEuXiAssVE",2017-03-15 17:00:22,0.6705,0.6705,15.0,20.0,14.0
2017-03-15,20874.779297,20950.099609,^DJI,8.418325520548127e+17,CNN,CNN,Source: Trump expected to announce a new review of federal auto fuel economy and emissions rules at a Michigan event http://cnn.it/2nlrvbs pic.twitter.com/d7c7E0HwH1,2017-03-15 02:04:55,0.0,0.13660000000000005,125.0,50.0,83.0
2017-03-15,20874.779297,20950.099609,^DJI,8.42135800607318e+17,CNN,CNN,Janet Yellen said the Fed's decision to raise rates is a signal that the US economy is doing well http://cnn.it/2mtYh5i pic.twitter.com/iQk7WKyvQO,2017-03-15 22:09:55,0.2732,0.13660000000000005,140.0,45.0,67.0
2017-03-16,20969.269531,20934.550781,^DJI,8.421803026089656e+17,FoxNews,Fox News,".@POTUS: ""There's great optimism about the economy, but we have to get the taxes reduced."" #Tuckerpic.twitter.com/6iO9trsN2O",2017-03-16 01:06:45,0.5859,0.5858999999999999,1428.0,64.0,276.0
2017-03-16,20969.269531,20934.550781,^DJI,8.4221283002368e+17,CNN,CNN,Janet Yellen said the Fed's decision to raise rates is a signal that the US economy is doing well http://cnn.it/2npGBN9 pic.twitter.com/W0aKbdfqla,2017-03-16 03:16:00,0.2732,0.2732,193.0,51.0,85.0
2017-03-17,20965.369141,20914.619141,^DJI,8.425468523734344e+17,FoxNews,Fox News,".@POTUS: ""When I came into this job, I inherited a mess. It was a mess in the Middle East...The economy was very, very weak."" #Tuckerpic.twitter.com/xIqnFX6SGM",2017-03-17 01:23:18,-0.6124,-0.6123999999999999,2098.0,376.0,434.0
2017-03-17,20965.369141,20914.619141,^DJI,8.427058952598528e+17,CNN,CNN,He used to run the world's fifth largest economy. Now he'll edit London's free evening newspaper http://cnnmon.ie/2nMfwzJ pic.twitter.com/HlCCTwYNY2,2017-03-17 11:55:16,0.5106,0.5106,127.0,18.0,72.0
2017-03-20,20916.269531,20905.859375,^DJI,,,,,,,,,,
2017-03-21,20956.330078,20668.009766,^DJI,,,,,,,,,,
2017-03-22,20640.419922,20661.300781,^DJI,,,,,,,,,,
2017-03-23,20645.070313,20656.580078,^DJI,,,,,,,,,,
2017-03-24,20674.449219,20596.720703,^DJI,,,,,,,,,,
2017-03-27,20488.349609,20550.980469,^DJI,8.462277873630945e+17,CNN,CNN,"Just 29% of British households think Brexit will be good for UK's economy, survey says http://cnn.it/2n8mkrA pic.twitter.com/GRw2KLYGql",2017-03-27 05:10:01,0.4404,0.4403999999999999,260.0,63.0,142.0
2017-03-27,20488.349609,20550.980469,^DJI,8.462898326996787e+17,CNN,CNN,"Just 29% of British households think Brexit will be good for UK's economy, survey says http://cnn.it/2n9j2nW pic.twitter.com/pRYPww5Y6n",2017-03-27 09:16:34,0.4404,0.4403999999999999,305.0,139.0,302.0
2017-03-27,20488.349609,20550.980469,^DJI,8.463852312214118e+17,CNN,CNN,"Just 29% of British households think Brexit will be good for UK's economy, survey says http://cnn.it/2mII29H pic.twitter.com/31h7WcAOuC",2017-03-27 15:35:38,0.4404,0.4403999999999999,260.0,116.0,174.0
2017-03-28,20542.140625,20701.5,^DJI,8.465690354793677e+17,CNN,CNN,"Just 29% of British households think Brexit will be good for UK's economy, survey says http://cnn.it/2mKJf0a pic.twitter.com/KX9vtJqojd",2017-03-28 03:46:01,0.4404,0.4404000000000001,240.0,111.0,165.0
2017-03-29,20675.75,20659.320313,^DJI,8.469170526863852e+17,FoxNews,Fox News,.@EPAScottPruitt: “We’re going to create jobs across all sectors of the economy because of what the President did today.” #Hannitypic.twitter.com/LF2qtcir5I,2017-03-29 02:48:54,0.2732,0.27320000000000016,1284.0,231.0,307.0
2017-03-30,20662.789063,20728.490234,^DJI,8.474002639922627e+17,CNN,CNN,"5 things for Thursday:

- North Carolina bathroom law
- Travel ban
- Brexit
- Economy
- Deadly bus crash

http://cnn.it/2obA7Bs pic.twitter.com/qpDhCBypLd",2017-03-30 10:49:01,-0.743,-0.4101,144.0,43.0,89.0
2017-03-30,20662.789063,20728.490234,^DJI,8.475679687290102e+17,CNN,CNN,"US debt is likely to double as a share of the economy over the next 30 years, according to the CBO http://cnn.it/2oef2pU pic.twitter.com/O21pfySi0V",2017-03-30 21:55:25,-0.0772,-0.4101,147.0,69.0,152.0
2017-03-31,20700.339844,20663.220703,^DJI,8.478197110814802e+17,FoxNews,Fox News,".@newtgingrich: ""Healthcare is every fifth dollar of the economy. It is life and death... It deserves to be argued out in public."" pic.twitter.com/NebKuDqb7G",2017-03-31 14:35:45,-0.3612,-0.3612,801.0,96.0,240.0
2017-03-31,20700.339844,20663.220703,^DJI,8.476637509286625e+17,CNN,CNN,"US debt is likely to double as a share of the economy over the next 30 years, according to the CBO http://cnn.it/2onxt90 pic.twitter.com/ea9PSmOsWW",2017-03-31 04:16:01,-0.0772,-0.07719999999999999,166.0,62.0,166.0
2017-03-31,20700.339844,20663.220703,^DJI,8.477576138068705e+17,CNN,CNN,U.S. debt is likely to double as a share of the economy over the next 30 years http://cnn.it/2ogok4S ,2017-03-31 10:29:00,-0.0772,-0.07719999999999999,124.0,53.0,134.0
2017-04-03,20665.169922,20650.210938,^DJI,8.488978972697354e+17,CNN,CNN,Mexico is about to take another step to pivot its economy away from the U.S. and President Trump http://cnn.it/2nAxDsM pic.twitter.com/i90yTmYAkp,2017-04-03 14:00:05,0.0,0.0,2279.0,305.0,1012.0
2017-04-04,20634.939453,20689.240234,^DJI,,,,,,,,,,
2017-04-05,20745.060547,20648.150391,^DJI,,,,,,,,,,
2017-04-06,20653.769531,20662.949219,^DJI,8.50078269508649e+17,FoxNews,Fox News,".@GiannoCaldwell: ""You're going to have to spend some money to make money. You're going to have to invest in our economy."" pic.twitter.com/qnyAUhb26z",2017-04-06 20:10:27,0.0,0.0,198.0,22.0,40.0
2017-04-07,20647.810547,20656.099609,^DJI,,,,,,,,,,
2017-04-10,20668.220703,20658.019531,^DJI,,,,,,,,,,
2017-04-11,20644.320313,20651.300781,^DJI,,,,,,,,,,
2017-04-12,20637.949219,20591.859375,^DJI,8.521301763224658e+17,CNN,CNN,"1,500 economists to President Trump: Immigrants are good for the US economy http://cnn.it/2o4NU8I ",2017-04-12 12:04:00,0.4404,0.4200735849056605,1833.0,347.0,911.0
2017-04-12,20637.949219,20591.859375,^DJI,8.521920876636692e+17,CNN,CNN,"1,500 economists to President Trump: Immigrants are good for the US economy http://cnn.it/2o5ZPmI pic.twitter.com/ox8sxylh7M",2017-04-12 16:10:01,0.4404,0.4200735849056605,1064.0,204.0,551.0
2017-04-12,20637.949219,20591.859375,^DJI,8.522035419304059e+17,CNN,CNN,Americans have become lazy and it's hurting the economy http://cnn.it/2o6pewV ,2017-04-12 16:55:32,-0.6369,0.4200735849056605,520.0,220.0,323.0
2017-04-12,20637.949219,20591.859375,^DJI,8.522612904920146e+17,CNN,CNN,"1,500 economists to President Trump: Immigrants are good for the US economy http://cnn.it/2o7lX0j ",2017-04-12 20:45:00,0.4404,0.4200735849056605,1081.0,243.0,573.0
2017-04-12,20637.949219,20591.859375,^DJI,8.522951475178619e+17,CNN,CNN,"1,500 economists to President Trump: Immigrants are good for the US economy http://cnn.it/2o7PRRW pic.twitter.com/YI0DWhx5HG",2017-04-12 22:59:32,0.4404,0.4200735849056605,803.0,244.0,351.0
2017-04-13,20561.689453,20453.25,^DJI,8.523105183795405e+17,FoxNews,Fox News,".@guypbenson on midterm elections: ""A lot of this will come down to how does the economy look next summer."" #first100pic.twitter.com/NLQR18L2Xc",2017-04-13 00:00:37,0.0,0.0,195.0,39.0,49.0
2017-04-13,20561.689453,20453.25,^DJI,8.523946729621135e+17,CNN,CNN,"1,500 economists to President Trump: Immigrants are good for the US economy http://cnn.it/2p8NVxa pic.twitter.com/OnDkkq8NH5",2017-04-13 05:35:01,0.4404,0.4404000000000001,983.0,173.0,433.0
2017-04-17,20484.75,20636.919922,^DJI,8.538127675890606e+17,CNN,CNN,China's economy grew 6.9% in the first quarter http://cnn.it/2po9j1y pic.twitter.com/PhApO7wgVz,2017-04-17 03:30:01,0.0,0.0,172.0,41.0,110.0
2017-04-18,20561.390625,20523.279297,^DJI,,,,,,,,,,
2017-04-19,20503.519531,20404.490234,^DJI,8.547887673029427e+17,FoxNews,Fox News,".@jasoninthehouse: ""We need to stimulate the economy and all ships will rise."" pic.twitter.com/QnftByXwuL",2017-04-19 20:08:17,0.2263,0.11315,293.0,70.0,74.0
2017-04-19,20503.519531,20404.490234,^DJI,8.54820176445014e+17,FoxNews,Fox News,Venezuela - Economy and social conditions. #SpecialReportpic.twitter.com/8HtA7Iuxfz,2017-04-19 22:13:06,0.0,0.11315,329.0,137.0,409.0
2017-04-20,20406.679688,20578.710938,^DJI,,,,,,,,,,
2017-04-21,20578.099609,20547.759766,^DJI,,,,,,,,,,
2017-04-24,20723.589844,20763.890625,^DJI,,,,,,,,,,
2017-04-25,20915.509766,20996.119141,^DJI,8.570212735657984e+17,FoxNews,Fox News,".@JaneyMurph: ""If we can't grow our businesses in this country, we can't hire more people, we can't have a better economy."" #first100pic.twitter.com/FOy0VUJvnJ",2017-04-25 23:59:28,-0.3412,-0.3412,353.0,44.0,107.0
2017-04-26,21009.949219,20975.089844,^DJI,8.573543673761628e+17,FoxNews,Fox News,Fox News Poll: For your family it feels like economy is... #SpecialReportpic.twitter.com/3XBQlulREz,2017-04-26 22:03:04,0.3612,0.3612,183.0,82.0,63.0
2017-04-26,21009.949219,20975.089844,^DJI,8.571852610291261e+17,realDonaldTrump,Donald J. Trump,The U.S. recorded its slowest economic growth in five years (2016). GDP up only 1.6%. Trade deficits hurt the economy very badly.,2017-04-26 10:51:06,-0.6361,-0.6361,43881.0,8380.0,8571.0
2017-04-27,20991.119141,20981.330078,^DJI,8.573915181469368e+17,FoxNews,Fox News,".@stevenmnuchin1: ""This is all about creating jobs and growing the economy."" #Tuckerpic.twitter.com/BrJ0xPpUEe",2017-04-27 00:30:42,0.4404,0.5386500000000001,562.0,67.0,158.0
2017-04-27,20991.119141,20981.330078,^DJI,8.576011807882813e+17,FoxNews,Fox News,".@SenJohnBarrasso: ""China will do what they will do is best for them... 85% of the economy of North Korea is directly linked to China."" pic.twitter.com/1irplp6mmv",2017-04-27 14:23:49,0.6369,0.5386500000000001,336.0,43.0,137.0
2017-04-27,20991.119141,20981.330078,^DJI,8.57519696274391e+17,CNN,CNN,US economy under President Donald Trump isn't bursting out of the gates but there are reasons to be optimistic http://cnn.it/2oOF2FH pic.twitter.com/6H7qs0Todf,2017-04-27 09:00:02,0.4497,0.17253333333333334,93.0,61.0,44.0
2017-04-27,20991.119141,20981.330078,^DJI,8.575677586656174e+17,CNN,CNN,US economy under President Donald Trump isn't bursting out of the gates but there are reasons to be optimistic http://cnn.it/2qbqJyW pic.twitter.com/dyfioEwpcQ,2017-04-27 12:11:01,0.4497,0.17253333333333334,141.0,72.0,52.0
2017-04-27,20991.119141,20981.330078,^DJI,8.575914162933965e+17,CNN,CNN,Trump's tax plan would give the US the lowest headline corporate tax rate of any major economy in the world http://cnn.it/2qbuHHF pic.twitter.com/X7VRMlhSm1,2017-04-27 13:45:01,-0.3818,0.17253333333333334,228.0,201.0,144.0
2017-04-28,20987.390625,20940.509766,^DJI,8.579879307779359e+17,MSNBC,MSNBC,MaddowBlog: Here's why the economy grew slowly during the first three months of Trump's presidency: http://on.msnbc.com/2oQePWm pic.twitter.com/ghc31wlj43,2017-04-28 16:00:37,0.0,0.0,54.0,35.0,66.0
2017-05-01,20962.730469,20913.460938,^DJI,,,,,,,,,,
2017-05-02,20941.189453,20949.890625,^DJI,8.595520534122004e+17,CNN,CNN,American Airlines is cutting more legroom in economy class http://cnn.it/2oVtnJi pic.twitter.com/MKqy3t3eK7,2017-05-02 23:35:53,-0.128,-0.128,203.0,214.0,204.0
2017-05-03,20915.0,20957.900391,^DJI,8.596867211051336e+17,CNN,CNN,American Airlines is cutting more legroom in economy class http://cnn.it/2oVQCD2 pic.twitter.com/z5qA7fxRFJ,2017-05-03 08:31:01,-0.128,-0.128,140.0,100.0,108.0
